objID,objID_src,rot,x_lens,y_lens,q,PA,r_Einstein,z_source,z_lens,velDisp,x_source,y_source,boost,shear,shear_PA
14379,148,1,0.01826593,0.02659993,0.96768611,0.87027471,2.03684077,3.069841,0.27989075,292.95923,0.15832517,-0.1989069,-3.0,0.09799985,2.12694596
14381,7125,1,-0.08731821,0.01395889,0.94041118,1.17048033,2.00771162,5.029268,0.5673688,309.6396,-0.00298771,-0.25048724,-4.0,0.06890645,2.07489756
14382,168,3,-3.1348E-4,0.00721153,0.90117686,1.83559932,2.00183015,4.704266,0.5177529,306.1229,-0.02793291,-0.02470189,-5.0,0.0313687,1.94076485
14383,7153,3,-0.08836817,-0.01860804,0.86434828,1.76774104,2.00682116,1.354452,0.46634015,352.0049,-0.18693373,-0.09215768,-2.0,0.01467935,1.31971458
14384,1343,1,0.05527727,0.03817042,0.73965856,2.05109155,2.01463227,3.970881,0.3792459,297.3658,0.12000032,-0.05082953,-5.0,0.03965158,2.2872209
14385,6862,3,-0.02794873,-0.00345742,0.89261174,2.51798615,2.02908191,3.564575,0.64927274,328.5056,-0.12419075,-0.19745467,-3.0,0.0131159,1.78914664
14388,1411,2,0.00311008,0.04016107,0.94511748,0.13096232,2.04890837,1.520337,0.49621618,352.96085,-0.03431732,0.02722773,-3.0,4.7025E-4,1.42150014
14389,7257,3,0.03055394,6.0459E-4,0.94459398,0.84068964,2.00870676,3.008238,0.66347075,335.40933,-0.36653602,-0.28420374,-5.0,0.01918514,0.0351185
14390,2074,2,-0.015379,-0.09802327,0.89474626,0.79084545,2.0413136,4.832689,0.24493438,285.39392,0.02010088,-0.15554044,-5.0,0.07700376,0.25496053
14391,7125,1,0.07276644,0.00187556,0.94094445,0.41428803,2.0085575,5.029268,0.46920252,301.2954,-0.14869588,-0.12952549,-5.0,0.04901924,0.6788428
14392,1950,2,0.05219568,0.02830978,0.7116764,2.62675367,2.0474648,4.471757,0.58217275,316.55865,0.16597334,-0.16761923,-3.0,0.08690958,3.12831932
14393,6335,2,-0.05798239,-0.00729384,0.95349501,1.23307354,2.00336087,4.369875,0.53012973,308.81964,-0.02970611,0.17824307,-5.0,0.00537125,0.34794283
14395,7393,0,0.00875405,0.06605638,0.95667664,2.23023244,2.04324892,6.396018,0.5895073,309.9035,-0.17707952,0.08869896,-4.0,0.03429995,0.09039334
14396,7071,0,-0.08352579,0.04033946,0.68589921,0.3961359,2.01131635,4.760777,0.5565205,310.06012,-0.25135178,0.29019809,-3.0,0.00622715,2.28159041
14397,1666,2,0.03071521,-0.02128228,0.88064068,0.21347253,2.00679317,5.38402,0.50858206,303.39526,-0.2828849,-3.0441E-4,-2.0,0.01356913,1.37908095
14398,6453,0,0.02551767,0.08463832,0.80314334,1.74656722,2.00547554,5.696721,0.64829946,313.8102,0.03917279,-0.01543138,-2.0,0.01522866,2.95293953
14399,6453,1,-0.01275012,-0.00444088,0.90894727,0.75671358,2.02005591,5.696721,0.4809239,301.29977,-0.14299379,0.10197861,-3.0,0.00535514,0.48683296
14400,6301,0,-0.06890737,0.03719299,0.93441588,2.68005037,2.00277536,4.772009,0.45218655,300.21463,-0.07902855,0.0547289,-4.0,0.05976561,0.66193109
14401,7215,1,0.04284455,0.03208086,0.98741738,2.45851943,2.02024218,4.860585,0.57569623,312.02533,0.02161171,-0.11030557,-4.0,0.03411221,0.54258868
14402,1185,1,-0.03593532,0.05681627,0.83391979,2.7326639,2.04784304,4.499562,0.2098006,283.43613,-0.04695333,0.16950075,-4.0,0.00638967,1.17015909
14403,7129,0,0.07398197,-0.02605172,0.75191857,1.34931738,2.00457402,5.355204,0.44396475,297.9981,0.1072904,-0.33710253,-4.0,0.01172107,1.39383369
14406,7125,0,0.02365398,-0.03039581,0.72106005,0.71334295,2.02935069,5.029268,0.5618804,310.82623,-0.08597912,0.08526814,-3.0,0.07464373,0.90650619
14407,7393,2,-2.4988E-4,-0.01601676,0.91864339,0.16072889,2.01348819,6.396018,0.83927435,327.3118,0.41066488,0.03209718,-5.0,0.01246588,0.81775896
14408,6460,1,-0.02552252,0.05695284,0.90447221,3.10197639,2.01556215,4.751564,0.47609487,303.32257,-0.05526508,0.09406229,-2.0,0.07850871,0.50677738
14409,53,1,0.10041095,0.0401023,0.77849396,2.29134451,2.00733379,4.778296,0.5206405,306.50772,0.18790447,-0.88503787,-3.0,0.07913825,2.63666805
14410,1264,3,0.01060017,0.05412906,0.63854896,0.72446196,2.03707163,4.781267,0.5005526,306.98267,0.18409001,0.27827627,-2.0,0.02532824,0.7191516
14411,2296,1,0.02968442,0.04584839,0.82082165,3.1091619,2.01682557,4.949995,0.5952389,313.1036,-0.43269789,-0.11641964,-4.0,0.0343841,1.48182445
14412,2136,2,-0.0107405,-0.01209216,0.54136614,0.33621718,2.02541553,4.785457,0.55355644,310.77585,0.44516174,0.09457795,-3.0,0.00423882,1.68002755
14413,2702,3,0.03478862,-0.00639636,0.72731,0.57216425,2.02566396,4.049058,0.50061554,309.35422,-0.36592687,-0.17980992,-3.0,0.04559144,0.71020559
14414,7057,3,0.01035776,0.03900378,0.89558923,1.44908635,2.02043997,2.072179,0.33248392,305.947,0.02442806,0.00764678,-1.0,0.04988909,0.71249062
14415,1321,3,0.00798272,0.01251426,0.7554744,1.46696732,2.03962117,3.552245,0.5915234,323.13913,-0.21064937,-0.43686625,-2.0,0.00645776,0.66632874
14416,6332,1,0.09721407,0.13021972,0.80620566,3.07935475,2.02480963,6.335416,0.56252635,306.55405,0.14739187,0.01753243,-5.0,0.03649131,3.00804565
14417,6684,1,-0.05446889,0.01082093,0.86598589,0.91477634,2.0049134,4.740185,0.5768381,311.4691,0.36304534,0.29152035,-4.0,0.04104664,2.36286465
14418,6664,3,0.03801678,-0.04792066,0.71827417,0.67194288,2.04119305,2.394586,0.68727595,354.50687,0.02863075,-0.0535113,-1.0,0.04699933,0.71432775
14419,64,3,-0.07089341,0.07251235,0.87735403,2.66562482,2.01022506,1.847324,0.5718871,350.19214,-0.23260854,0.10869865,-0.0,0.0022878,1.10725269
14420,7213,0,-0.02172037,0.04680692,0.91616598,2.93128143,2.00442905,6.384785,0.96518356,336.7634,-0.05688585,0.01871387,-4.0,0.02721355,2.02873414
14421,2069,1,-0.03449537,-0.10267672,0.56439306,1.70776817,2.03680481,5.267802,0.5565205,310.06012,-0.12894585,1.18597496,-3.0,0.01076828,2.63581172
14423,1308,3,0.08345847,-0.0322198,0.92740199,1.39352752,2.03051389,1.31523,0.59610796,395.9898,-0.13502303,-0.02961868,-4.0,0.03337984,3.01632077
14425,7091,2,0.02637407,0.00275717,0.81121547,1.47522121,2.03126847,4.407953,0.61668885,318.90405,0.01829845,0.49217839,-2.0,0.02860427,2.29374873
14426,7085,1,-0.05371324,0.08480573,0.87814083,1.51323759,2.02501718,2.948486,0.35055828,300.3321,-0.12721043,0.06621267,-5.0,0.01649494,3.02767509
14427,7179,1,-0.01299305,0.07098311,0.92435622,0.59766752,2.01218315,3.501889,0.2977161,291.20242,0.25713198,0.27545533,-4.0,0.00743342,0.68866733
14429,2069,0,-0.00759354,0.05665084,0.8611562,0.22963045,2.00685974,5.267802,0.32254285,288.52637,0.16420857,0.16471977,-4.0,0.07767946,2.61180929
14431,6332,1,0.01450166,-0.03340707,0.74315454,0.01723072,2.00423469,6.335416,0.34472442,288.42987,0.92030296,-0.05523489,-4.0,0.03834895,2.06854244
14434,1389,3,-0.08238027,-0.06651646,0.84982811,0.3262534,2.03172851,1.411705,0.69075674,416.4339,-0.20647363,-0.12639388,-2.0,0.06348297,1.05928843
14435,1666,1,0.02460336,0.06341822,0.86237212,1.28737823,2.00022129,5.38402,0.30740097,286.65176,0.0531042,0.38891758,-3.0,0.01529423,1.32798458
14437,261,1,0.01142119,0.04352098,0.88486168,2.63114158,2.02734415,3.55432,0.47328046,309.64017,0.06346837,0.1786686,-5.0,0.0392339,0.90704773
14438,6453,0,-0.06564715,-0.0355832,0.66357953,1.70175473,2.00946539,5.696721,0.6402001,313.4542,-0.20057112,0.05577148,-1.0,0.03006566,2.31933805
14439,6460,0,-0.00414581,0.04823052,0.80739954,1.13372356,2.00302284,4.751564,0.285885,286.20245,0.22266672,0.4759149,-3.0,0.01035499,1.17951399
14440,6453,0,0.04685161,0.00549087,0.8451221,0.35922292,2.00080647,5.696721,0.62744284,311.7301,-0.00928043,0.09020348,-1.0,0.05317755,0.7459545
14441,969,3,0.00837016,-0.07017156,0.7332943,1.5110793,2.0017514,1.549846,0.61273277,375.42587,0.07096189,-0.41624899,-1.0,0.08982664,0.88521887
14442,1001,3,0.06613995,0.01863632,0.87912168,2.24544965,2.02923102,1.550864,0.63538706,383.9768,0.02235686,-0.03595148,-1.0,0.03676786,2.1544852
14443,6676,3,0.03206002,0.02697536,0.92533761,0.33065969,2.0199785,3.722993,0.5114525,311.89404,0.07826385,-0.1733524,-4.0,0.05829527,1.18627593
14444,6959,2,0.04200377,0.03362782,0.95974709,0.98694752,2.02558531,3.566673,0.4338289,305.39035,0.02876495,0.01453466,-4.0,0.0216367,0.02389213
14445,6576,2,-0.11349889,0.00352124,0.8673785,0.45823961,2.01396357,3.703523,0.31036374,291.82175,0.28763455,0.176537,-4.0,0.03574984,0.11475316
14446,6682,1,0.06180355,0.0171113,0.8649862,1.49256629,2.04219973,5.054894,0.5371878,309.56738,0.08937867,0.00804419,-4.0,0.00551156,0.93309916
14447,2071,1,-0.06025087,-0.02844966,0.85465813,0.54508611,2.00393531,4.930415,0.5536297,308.542,-0.41596671,-0.26407468,-4.0,0.00759894,1.36961462
14448,7393,0,0.04538062,-0.09734578,0.88179312,1.91571565,2.04685751,6.396018,0.4436106,298.89948,0.00855214,-0.06120613,-5.0,0.01921834,1.22952187
14449,6448,1,0.02826565,0.04529599,0.83205907,0.24223935,2.01726714,4.76389,0.6123338,315.5136,0.24376651,0.06089955,-3.0,0.01480258,1.8093832
14450,1139,2,0.03785435,0.03520362,0.83760376,0.74188876,2.03995367,1.426655,0.48145637,354.0871,0.09003995,-0.03931019,-3.0,0.00761312,1.51109896
14451,1048,3,-0.00735839,0.06682871,0.82265296,1.32334427,2.04631375,2.028439,0.60631406,352.85376,0.20849808,0.08174434,-1.0,0.02833925,1.76426931
14454,1597,3,0.0150882,0.02266106,0.85237093,1.62426158,2.01207436,1.214907,0.6510654,431.34766,-0.05171136,0.00814972,-2.0,0.05507186,0.05967221
14455,168,2,-0.05815962,-0.0135816,0.7468861,0.74369824,2.00351737,4.704266,0.5206405,306.50772,0.73892959,0.63769917,-5.0,0.07545897,2.02421546
14456,7213,0,0.00640368,-0.02103876,0.80065542,0.69344468,2.04848073,6.384785,0.5310906,305.77856,0.07160361,0.06341964,-5.0,0.01190674,1.3813955
14458,3235,0,0.03089364,9.9718E-4,0.83401921,1.46561991,2.01983849,5.280157,0.5548886,308.5855,0.02406696,-0.04026391,-3.0,0.06175381,1.00288792
14459,7213,0,0.0071309,-0.03501484,0.9063101,0.24084489,2.0138334,6.384785,0.3666536,290.69482,-0.02578249,-0.13803565,-4.0,0.06676563,1.2332706
14460,6925,3,0.02505677,0.03660053,0.73393354,1.66357314,2.02127104,3.474075,0.5831663,321.47247,-0.00667883,0.11230025,-3.0,0.07571303,1.6087858
14462,2071,0,-0.01237715,0.02801332,0.94049324,3.10400498,2.00531828,4.930415,0.52144784,305.85318,-0.0511081,0.02878939,-5.0,0.037869,1.93607566
14463,7125,0,-0.02495388,-0.0237532,0.7839962,1.86569884,2.004039,5.029268,0.54821765,307.70288,-0.25675843,0.04711297,-4.0,0.03451292,1.96613306
14464,1518,1,-0.08731821,0.01395889,0.95179416,1.6643325,2.03108771,4.509761,0.38164377,296.9774,-0.0758806,-0.03087344,-4.0,0.04133012,2.84970788
14465,7393,2,0.02881493,0.02638314,0.77755092,0.72606066,2.01053698,6.396018,0.73834455,319.0512,0.24173205,-0.29722371,-4.0,0.02178107,2.07420558
14466,975,2,0.0298645,0.05376976,0.86131227,1.61500663,2.01358165,1.112167,0.6585448,460.44827,0.1479338,0.02687194,-2.0,0.00683978,0.5333167
14467,1235,2,0.00145181,0.06034059,0.88459627,0.62287625,2.04903654,1.123426,0.645242,453.76358,-0.30444414,0.22457797,-1.0,0.08103495,0.38490465
14469,6453,0,-0.05587525,-0.1069394,0.98553004,2.23282064,2.01393056,5.696721,0.9116202,336.7164,-0.08408579,-0.14274328,-2.0,0.0124404,1.66632815
14470,3658,2,0.06411283,-0.05175211,0.8823862,2.55124622,2.04581748,2.928176,0.42774054,310.76407,0.13901552,0.04245692,-5.0,7.8526E-4,1.7690002
14471,7389,0,0.06537792,0.03674201,0.54405946,2.26081944,2.00983211,5.737934,0.5259277,304.04526,-0.91856865,1.03030175,-1.0,0.01687012,0.79421849
14472,2755,3,0.04448072,-0.03141474,0.88221212,1.78336059,2.04594751,4.49744,0.56420267,314.63516,0.04046377,-0.13024032,-5.0,0.00994733,1.34479928
14473,106,1,0.00169954,0.05206677,0.89626533,3.10738063,2.00179903,3.281781,0.29308766,290.8538,-0.02586121,0.2744425,-3.0,0.05499579,1.31674378
14474,2373,1,0.05881598,0.03011005,0.72868473,1.37045339,2.01217512,5.269839,0.54854697,307.5,0.15898368,0.23020217,-5.0,0.00603637,2.50581869
14475,3723,1,-0.0310959,-0.02258056,0.67303258,1.35612652,2.01029669,4.776246,0.5391105,308.37216,0.46158122,0.95192706,-5.0,0.0587814,2.03969048
14476,6678,1,0.04655626,0.02828841,0.8685234,2.1827621,2.00004634,3.251272,0.37082404,298.79846,0.12035736,0.00326103,-4.0,0.04591914,0.67364175
14477,1478,0,0.01089375,0.01076022,0.87337514,1.51968016,2.02345626,4.930457,0.45030385,301.10074,-0.05916587,-0.81028626,-2.0,0.0442164,0.14192427
14478,2373,2,-0.01334364,0.05417097,0.95161137,2.08863826,2.00498606,5.269839,0.4809239,301.29977,0.00962936,0.0659002,-5.0,0.01805743,0.91356311
14479,6453,0,-0.06116638,-0.06328782,0.72091331,1.17860762,2.01221117,5.696721,0.60704523,310.94162,-0.38349544,-0.4508995,-2.0,0.04814611,1.75882843
14480,1078,2,-0.01564197,-0.04588548,0.8258044,1.92895358,2.00420435,2.543916,0.40613636,308.74063,-0.09386239,0.13143842,-1.0,0.02153206,0.35702346
14481,1049,3,-0.05627728,-0.09990275,0.91813941,0.48079745,2.03667541,1.768039,0.2492528,299.1537,0.08217166,-0.18199244,-3.0,0.0638817,1.03851076
14482,7147,0,0.00535998,0.09686372,0.75733512,2.0005158,2.04549362,4.761767,0.4803871,305.90845,-0.05305317,0.18463455,-4.0,0.05954981,2.32945419
14483,6917,0,-0.04121223,0.01540975,0.71591761,1.84675488,2.01282793,5.381076,0.4789685,301.4159,-0.14546474,0.79736584,-4.0,0.02028757,2.36491712
14484,7091,1,0.08100016,-0.02126316,0.93768936,1.92086316,2.01552677,4.407953,0.4135035,298.97894,0.04233417,-0.03084938,-5.0,0.02862319,2.29232361
14485,2749,1,-0.03165105,0.01508354,0.86451317,1.23848715,2.04023855,3.726087,0.46519762,308.75104,-0.02045882,-0.33125398,-5.0,0.04215902,0.12429076
14486,3286,0,4.1943E-4,-0.06681655,0.90479863,2.70308422,2.00225162,3.705508,0.3802157,297.6319,-4.2952E-4,-0.13065829,-3.0,0.00924404,2.09744938
14487,6945,3,0.0392463,0.07777795,0.79175834,2.50344001,2.00128766,1.097093,0.5493857,407.6606,-0.54464831,0.50012487,-3.0,0.02768243,0.66896131
14488,7125,2,-0.04423431,-0.01689884,0.70331156,0.58301436,2.00656513,5.029268,0.575308,310.2391,-0.10564249,-0.0260482,-3.0,0.08244546,0.4624919
14489,2861,2,-0.0168329,-0.02013282,0.96403393,1.22255512,2.01549076,4.536517,0.42957178,299.9668,0.22144895,0.2030159,-5.0,0.04283286,1.62092177
14490,1478,0,-0.09758066,0.08505821,0.91572679,0.11127885,2.00742932,4.930457,0.59445286,312.38843,-0.1174548,0.12834027,-2.0,0.01628707,1.38252986
14491,6453,2,-0.06592456,0.06931411,0.95469939,1.07439537,2.02455568,5.696721,0.49961865,303.14102,-0.13696784,0.04257393,-3.0,0.00975478,0.43359874
14492,2481,0,-0.01435476,0.00860838,0.87577978,1.7762665,2.00255059,5.031328,0.64178056,315.7206,-0.09326113,0.02334819,-4.0,7.5814E-4,0.63879514
14493,6453,1,-0.0257815,0.010159,0.96433107,0.99567139,2.01654868,5.696721,0.5958051,310.35474,-0.02243768,-0.10127706,-2.0,0.04655111,1.58650726
14494,1482,1,0.02047174,0.04023242,0.89789266,2.5218312,2.01136355,2.949544,0.2731086,290.97067,0.04800196,0.08484962,-4.0,0.03536202,0.47915627
14495,2247,2,-0.01099459,0.03750287,0.91359557,0.95263062,2.00280814,4.780296,0.5296237,306.94446,-0.01280549,-0.07266987,-4.0,0.01674947,0.02119268
14496,1538,3,0.01229606,0.06318977,0.80814965,2.54988308,2.04523652,1.094078,0.62188166,448.41772,0.08194076,-0.02918832,-2.0,0.09522523,2.11445087
14497,2755,1,-0.06573841,0.04802508,0.84768681,0.19972622,2.03222512,4.49744,0.4803871,305.90845,0.27720399,-0.04477649,-5.0,0.03461206,1.70975786
14498,2069,1,0.01011893,-0.01697541,0.86849671,1.31462958,2.02042066,5.267802,0.52144784,305.85318,-0.04139643,0.04043109,-5.0,0.01700757,2.87097897
14499,6987,2,0.06109707,-0.02323467,0.90018279,0.45841297,2.02064862,0.832534,0.5226267,471.2158,0.22160088,0.00980175,-2.0,0.00977596,1.67378136
14500,2547,2,-0.01427468,-0.03347079,0.9292068,2.68063104,2.0094473,4.510813,0.47914773,304.02505,-0.02881707,-0.01663224,-5.0,0.01430345,0.66653769
14501,6987,2,0.03455869,0.02838026,0.7723478,1.36725324,2.00934248,0.832534,0.5953676,543.3683,-0.18100984,-0.01928277,-2.0,0.02057228,2.33501825
14502,1375,3,0.0861259,-0.03131283,0.45786727,1.20984211,2.02145212,1.245484,0.5047136,373.0484,0.33872799,0.41797163,-1.0,0.03578872,0.34570787
14503,7393,2,0.0205057,-0.01168675,0.69764065,2.42962283,2.04506074,6.396018,0.706261,319.22913,-0.3982927,0.14212341,-4.0,0.03660771,1.24319458
14504,2302,1,-0.06146196,0.0855673,0.67679666,2.22033114,2.0376985,5.032377,0.4776172,304.18207,-0.16832277,0.50288978,-4.0,0.08969739,2.75420466
14505,6420,2,0.02220424,0.12697598,0.94798531,2.99081162,2.04253501,4.265158,0.6028769,319.31042,0.1334146,0.30836885,-5.0,0.01951339,0.28608452
14506,1871,1,0.04857927,0.02368937,0.8551751,1.91210566,2.00902426,3.000969,0.35162818,298.92386,-0.02041239,0.13670162,-3.0,0.00241865,2.95783825
14507,7047,1,-0.01919013,-0.04431891,0.6856326,1.40372722,2.04181888,4.229131,0.56588024,315.89615,0.19396601,0.70740357,-2.0,0.0294226,1.88583447
14508,1582,1,0.0140247,-0.00570982,0.75399264,0.10881737,2.03239702,4.875876,0.52142644,308.11142,0.11067427,-0.11349521,-2.0,0.02010505,3.0364543
14509,2191,1,-0.01759525,9.2671E-4,0.97086708,0.46185344,2.00281515,4.889335,0.5328438,306.80396,-0.02416543,-0.05282982,-4.0,0.04597933,1.45613327
14510,6301,0,0.00670918,0.04372972,0.84225056,0.18609155,2.01010457,4.772009,0.45286632,300.82233,0.03457426,0.03447254,-4.0,0.02233782,0.18214977
14511,7393,0,0.03717266,0.07605917,0.87439067,0.60163833,2.03212089,6.396018,0.50856096,302.79413,-0.25178248,-0.10639398,-4.0,0.05775706,1.71782774
14512,6332,0,0.02051898,0.01837371,0.88342276,1.16460853,2.00607247,6.335416,0.50013536,300.3275,-0.02670576,-0.01303101,-5.0,0.03996882,0.43551806
14513,2074,3,0.02163821,-0.01900674,0.570875,2.01132497,2.02798168,4.832689,0.55355644,310.77585,-0.43900029,0.69946515,-3.0,0.05443513,1.32469868
14516,2069,0,0.01982648,-0.00759395,0.88095128,1.22027714,2.00367133,5.267802,0.51655346,304.1735,0.07562049,0.05464953,-5.0,0.05844792,1.83093981
14517,7393,1,0.00635528,0.00188579,0.59587051,0.15595727,2.03779272,6.396018,0.6402001,313.4542,-0.92495364,-0.00501184,-4.0,0.05945259,1.13982063
14518,1227,3,-0.03317903,0.09387299,0.94831487,0.4100248,2.00023532,1.427032,0.46574822,346.8191,-2.6724E-4,0.09219726,-4.0,0.0111026,1.56707263
14519,287,2,-0.04543933,0.08579557,0.93961974,1.16152529,2.00112368,3.724205,0.5449732,313.8384,-0.44055826,0.0502796,-5.0,0.00590417,2.03766875
14520,1286,2,0.01568908,-0.05358243,0.86698667,1.84444979,2.03580143,3.64379,0.5318745,315.76166,-0.02812128,0.05058692,-3.0,0.0372215,0.84872939
14521,1775,1,0.07871215,-0.00337075,0.89513907,1.17234383,2.04497945,4.383273,0.4654393,305.96408,-0.0134359,-0.11461732,-3.0,0.00885281,1.19462458
14522,2207,2,-0.0962448,-0.01468871,0.93283947,2.93284205,2.030005,4.230072,0.5020683,308.91293,-0.12881237,0.01105765,-4.0,0.06707936,0.65414753
14524,7071,2,0.01136648,0.01008581,0.92305916,0.76925324,2.0227101,4.760777,0.43761462,300.47653,-0.0248591,0.03889421,-3.0,0.03397687,0.33043331
14527,2136,0,-0.00420879,-0.02174729,0.93358044,0.65978849,2.02692262,4.785457,0.30315828,289.28012,-0.08063024,-0.0174454,-5.0,0.00612658,2.76946941
14528,1248,3,0.07823854,0.0143283,0.80380277,0.98924242,2.03146163,4.119939,0.54633695,313.82935,0.16711756,0.09585769,-3.0,0.03216762,3.1303231
14529,2069,1,-0.0948517,0.03804706,0.76341776,2.18376064,2.04087935,5.267802,0.5618804,310.82623,0.03209408,0.31636136,-3.0,0.05734287,2.62204898
14530,7197,2,0.01496664,-0.08348615,0.76764121,2.55500592,2.04925182,4.512842,0.5053625,309.39825,0.1519282,-0.11476976,-5.0,0.02363111,1.26634225
14532,1517,1,-0.02763879,0.1068551,0.95406775,2.29469864,2.01834699,1.544719,0.6838939,397.22415,0.001381,0.06296729,-3.0,0.03237463,3.09415286
14533,1316,2,0.0147427,0.02540188,0.92615769,2.23815083,2.04987345,2.575862,0.5335358,328.5308,0.06270415,-0.31855982,-1.0,0.03280574,2.31825985
14534,7125,2,-0.0177888,-0.04555281,0.83541916,0.0904972,2.00076041,5.029268,0.5293697,305.8321,-0.01537995,0.02153854,-5.0,0.00150249,1.1271189
14535,1582,1,-0.08288994,-0.00292257,0.89780149,0.17876618,2.00157282,4.875876,0.25394273,283.26767,0.20267329,0.10973465,-4.0,0.00271306,0.14680552
14536,29,2,-0.02769147,0.04933277,0.78178295,2.00941338,2.01685192,1.848383,0.6570785,368.16904,-0.09416292,0.2101506,-1.0,0.0120576,1.21627896
14537,7215,0,-0.03285645,-0.00372854,0.69661584,0.11174957,2.0178068,4.860585,0.5974152,313.76596,0.81821514,-0.08541561,-4.0,0.03364908,1.27124743
14538,973,2,-0.00412183,-0.01664874,0.79264578,1.74207617,2.03017928,1.036508,0.51008284,404.30603,0.0976705,0.02796999,-1.0,0.05806498,0.54978531
14539,6670,3,-0.02408085,0.01166665,0.87636882,0.59211982,2.00741104,2.069483,0.3360999,305.50314,0.27923576,0.17471457,-2.0,0.056887,0.98331568
14540,6862,0,0.02287249,-0.03450049,0.7773538,0.19814391,2.00463863,3.564575,0.61495775,322.7766,0.09227378,-0.21457458,-4.0,0.04682658,1.58860966
14541,7393,3,-0.00921827,0.02329383,0.92632419,1.71289452,2.04770275,6.396018,0.5146036,304.41968,-0.0763802,0.16525255,-5.0,0.02402729,2.01810309
14542,7393,0,0.07597823,0.04626161,0.8515696,2.08684187,2.00750967,6.396018,0.47739407,298.5772,0.14935825,0.06825794,-4.0,0.02093415,0.87065927
14543,7213,1,0.01186222,0.06255972,0.91180197,1.857897,2.0138334,6.384785,0.3666536,290.69482,0.01726391,-0.06061768,-4.0,0.03544982,0.9512191
14544,6999,3,-5.8612E-4,-0.05953358,0.68016865,2.74592374,2.00753095,3.430987,0.46126816,307.68863,0.23672416,-0.0720869,-2.0,0.05678851,2.15453142
14547,1377,2,0.01062612,0.02496011,0.94886132,3.03009691,2.03280451,1.587983,0.6488933,384.8871,-0.26307109,-0.45499386,-1.0,0.08544692,2.50084575
14548,1569,1,0.02755753,-0.04562997,0.82891954,1.76548312,2.00183048,4.370949,0.601555,315.36914,0.15956496,-0.04907121,-4.0,0.00154318,1.8091775
14549,50,1,-0.0105021,-0.03958725,0.85564969,0.35976549,2.0101644,5.781012,0.4425957,297.31857,-0.3902481,-0.11815983,-2.0,0.0806679,1.88379052
14550,4188,2,-0.06881184,-0.03634279,0.81247324,2.29106117,2.03410687,3.194187,0.49950486,315.7128,-0.00297575,-0.02695068,-5.0,0.00954802,3.12361956
14552,1737,0,0.01838546,-0.00461089,0.84008668,2.73560554,2.01106996,4.878977,0.4695585,301.98782,0.02513928,0.01593139,-4.0,0.01412793,2.25706831
14553,7215,2,-0.00113909,0.06264657,0.65054521,0.73336922,2.02077263,4.860585,0.48093435,303.7601,0.52364261,0.52642503,-4.0,0.06306924,2.02507092
14554,7129,0,-0.03171205,-0.04943712,0.9483851,2.64077203,2.00492364,5.355204,0.49344054,302.0871,-0.04233643,-0.03143289,-5.0,0.02455197,1.40239637
14555,6676,2,0.03697467,-0.01036741,0.83782723,2.49646076,2.04285756,3.722993,0.6436501,327.4979,0.24925775,-0.60941973,-4.0,0.089522,3.13406537
14556,1666,1,0.06576924,-0.04407884,0.82950912,0.54257153,2.00192759,5.38402,0.5660627,307.79852,0.01420753,-0.00415181,-3.0,0.05820048,1.18893998
14557,1185,0,-0.03840681,-0.00364825,0.86241049,0.60486593,2.02767585,4.499562,0.50607866,307.88663,0.08491108,-0.01185397,-0.0,0.02652654,0.74361566
14558,1478,2,0.0223769,-0.02327545,0.70479427,0.36034364,2.00580048,4.930457,0.5138044,305.2289,-0.12939154,0.24029088,-2.0,0.01828749,0.41599924
14559,1180,1,0.03230284,-0.02223605,0.91501643,2.01465031,2.0251016,3.326012,0.68701744,335.20038,0.08899286,0.16980801,-0.0,0.01657226,2.60063028
14560,1161,2,0.02530839,0.03258557,0.74397123,0.18303118,2.02475381,1.555112,0.52707154,356.064,-0.10121748,0.14304254,-1.0,0.02525313,0.94228494
14561,2373,0,-0.00160757,-0.02935851,0.86996259,0.16201661,2.04501082,5.269839,0.5458455,309.7693,-0.44289471,-0.18651091,-4.0,0.02952946,2.93580984
14563,1090,1,0.022221,-0.07132875,0.87468379,2.71739446,2.00906413,3.127611,0.66529346,333.91425,0.31124387,-0.3270206,-1.0,0.07137151,0.984158
14564,1141,2,0.06690474,-0.01223559,0.77725065,1.26388849,2.03431358,2.34254,0.49196503,325.4282,0.11300592,-0.10390679,-1.0,0.02508178,2.26055702
14565,1018,2,-0.00562656,-0.03460331,0.56832993,1.24836745,2.00584577,1.222391,0.5632279,393.94928,-0.56546856,0.04238261,-1.0,0.06609381,0.55106346
14566,1582,1,-0.01453352,-0.06344084,0.83559523,2.2968438,2.00063656,4.875876,0.6117091,313.62698,-0.04388095,-0.17633639,-2.0,0.08598344,2.24002224
14569,1582,0,0.08363005,0.02877502,0.71723916,0.14281737,2.00020083,4.875876,0.5589165,308.93442,0.83981078,0.09105546,-2.0,0.01344523,1.02635675
14570,7393,1,0.13151026,0.01658176,0.9187837,1.2511323,2.00056215,6.396018,0.70764047,315.84518,0.08775391,0.00305443,-5.0,0.06835288,1.18633674
14571,7393,0,-0.01332526,0.01431576,0.77847641,1.74213515,2.03590309,6.396018,0.4697852,300.0984,-0.07777291,0.50447508,-4.0,0.05157781,3.0711911
14572,1268,2,-0.01635197,0.0299625,0.80772986,2.99000414,2.04567568,1.608727,0.5630089,363.17026,0.07472772,0.02822759,-3.0,0.00976106,1.44333105
